,dt,AverageTemperature,State
82025,1879-10-01,24.249,Chhattisgarh
82026,1879-11-01,19.758,Chhattisgarh
82027,1879-12-01,16.843,Chhattisgarh
82028,1880-01-01,18.654000000000003,Chhattisgarh
82029,1880-02-01,21.184,Chhattisgarh
82030,1880-03-01,27.535,Chhattisgarh
82031,1880-04-01,31.644,Chhattisgarh
82032,1880-05-01,32.78,Chhattisgarh
82033,1880-06-01,30.103,Chhattisgarh
82034,1880-07-01,26.36,Chhattisgarh
82035,1880-08-01,26.625,Chhattisgarh
82036,1880-09-01,26.015,Chhattisgarh
82037,1880-10-01,25.345,Chhattisgarh
82038,1880-11-01,20.793000000000006,Chhattisgarh
82039,1880-12-01,17.986,Chhattisgarh
82040,1881-01-01,18.182000000000002,Chhattisgarh
82041,1881-02-01,22.334,Chhattisgarh
82042,1881-03-01,25.46,Chhattisgarh
82043,1881-04-01,30.982,Chhattisgarh
82044,1881-05-01,32.851,Chhattisgarh
82045,1881-06-01,28.94100000000001,Chhattisgarh
82046,1881-07-01,26.337,Chhattisgarh
82047,1881-08-01,26.217,Chhattisgarh
82048,1881-09-01,26.705,Chhattisgarh
82049,1881-10-01,24.719,Chhattisgarh
82050,1881-11-01,20.675,Chhattisgarh
82051,1881-12-01,17.930999999999994,Chhattisgarh
82052,1882-01-01,19.51,Chhattisgarh
82053,1882-02-01,21.579,Chhattisgarh
82054,1882-03-01,27.698,Chhattisgarh
82055,1882-04-01,30.451999999999998,Chhattisgarh
82056,1882-05-01,31.826,Chhattisgarh
82057,1882-06-01,29.07,Chhattisgarh
82058,1882-07-01,26.155,Chhattisgarh
82059,1882-08-01,26.309,Chhattisgarh
82060,1882-09-01,26.662,Chhattisgarh
82061,1882-10-01,24.765,Chhattisgarh
82062,1882-11-01,20.596,Chhattisgarh
82063,1882-12-01,18.660999999999998,Chhattisgarh
82064,1883-01-01,18.92,Chhattisgarh
82065,1883-02-01,21.285,Chhattisgarh
82066,1883-03-01,26.256,Chhattisgarh
82067,1883-04-01,31.212,Chhattisgarh
82068,1883-05-01,33.236000000000004,Chhattisgarh
82069,1883-06-01,29.536,Chhattisgarh
82070,1883-07-01,26.604,Chhattisgarh
82071,1883-08-01,26.721,Chhattisgarh
82072,1883-09-01,26.272,Chhattisgarh
82073,1883-10-01,24.649,Chhattisgarh
82074,1883-11-01,19.974,Chhattisgarh
82075,1883-12-01,16.105999999999998,Chhattisgarh
82076,1884-01-01,17.902,Chhattisgarh
82077,1884-02-01,20.695999999999998,Chhattisgarh
82078,1884-03-01,27.165,Chhattisgarh
82079,1884-04-01,30.232,Chhattisgarh
82080,1884-05-01,32.75,Chhattisgarh
82081,1884-06-01,30.364,Chhattisgarh
82082,1884-07-01,26.158,Chhattisgarh
82083,1884-08-01,26.122,Chhattisgarh
82084,1884-09-01,25.762,Chhattisgarh
82085,1884-10-01,23.764,Chhattisgarh
82086,1884-11-01,19.675,Chhattisgarh
82087,1884-12-01,17.405,Chhattisgarh
82088,1885-01-01,19.743,Chhattisgarh
82089,1885-02-01,20.34,Chhattisgarh
82090,1885-03-01,26.318,Chhattisgarh
82091,1885-04-01,30.301,Chhattisgarh
82092,1885-05-01,31.157000000000004,Chhattisgarh
82093,1885-06-01,29.71,Chhattisgarh
82094,1885-07-01,26.81,Chhattisgarh
82095,1885-08-01,26.149,Chhattisgarh
82096,1885-09-01,26.849,Chhattisgarh
82097,1885-10-01,25.343000000000004,Chhattisgarh
82098,1885-11-01,21.115,Chhattisgarh
82099,1885-12-01,18.067,Chhattisgarh
82100,1886-01-01,18.437,Chhattisgarh
82101,1886-02-01,21.153,Chhattisgarh
82102,1886-03-01,26.215,Chhattisgarh
82103,1886-04-01,30.466,Chhattisgarh
82104,1886-05-01,32.128,Chhattisgarh
82105,1886-06-01,29.98500000000001,Chhattisgarh
82106,1886-07-01,26.624,Chhattisgarh
82107,1886-08-01,26.597,Chhattisgarh
82108,1886-09-01,27.1,Chhattisgarh
82109,1886-10-01,25.541,Chhattisgarh
82110,1886-11-01,21.815,Chhattisgarh
82111,1886-12-01,18.654,Chhattisgarh
82112,1887-01-01,18.984,Chhattisgarh
82113,1887-02-01,20.744,Chhattisgarh
82114,1887-03-01,26.739,Chhattisgarh
82115,1887-04-01,30.216,Chhattisgarh
82116,1887-05-01,33.451,Chhattisgarh
82117,1887-06-01,29.802,Chhattisgarh
82118,1887-07-01,25.988000000000003,Chhattisgarh
82119,1887-08-01,25.821,Chhattisgarh
82120,1887-09-01,26.3,Chhattisgarh
82121,1887-10-01,24.236,Chhattisgarh
82122,1887-11-01,21.028,Chhattisgarh
82123,1887-12-01,18.02,Chhattisgarh
82124,1888-01-01,17.854000000000006,Chhattisgarh
82125,1888-02-01,21.998,Chhattisgarh
82126,1888-03-01,27.252,Chhattisgarh
82127,1888-04-01,31.625,Chhattisgarh
82128,1888-05-01,32.884,Chhattisgarh
82129,1888-06-01,31.561,Chhattisgarh
82130,1888-07-01,26.427,Chhattisgarh
82131,1888-08-01,25.956,Chhattisgarh
82132,1888-09-01,26.779,Chhattisgarh
82133,1888-10-01,25.109,Chhattisgarh
82134,1888-11-01,21.728,Chhattisgarh
82135,1888-12-01,17.509,Chhattisgarh
82136,1889-01-01,20.264000000000006,Chhattisgarh
82137,1889-02-01,22.033,Chhattisgarh
82138,1889-03-01,27.651,Chhattisgarh
82139,1889-04-01,31.388,Chhattisgarh
82140,1889-05-01,33.741,Chhattisgarh
82141,1889-06-01,30.32500000000001,Chhattisgarh
82142,1889-07-01,27.271,Chhattisgarh
82143,1889-08-01,26.301,Chhattisgarh
82144,1889-09-01,26.914,Chhattisgarh
82145,1889-10-01,24.663,Chhattisgarh
82146,1889-11-01,20.896,Chhattisgarh
82147,1889-12-01,18.24,Chhattisgarh
82148,1890-01-01,18.726000000000006,Chhattisgarh
82149,1890-02-01,22.307,Chhattisgarh
82150,1890-03-01,27.232,Chhattisgarh
82151,1890-04-01,30.982,Chhattisgarh
82152,1890-05-01,33.632000000000005,Chhattisgarh
82153,1890-06-01,29.488000000000003,Chhattisgarh
82154,1890-07-01,25.718000000000004,Chhattisgarh
82155,1890-08-01,25.894,Chhattisgarh
82156,1890-09-01,26.404,Chhattisgarh
82157,1890-10-01,24.535,Chhattisgarh
82158,1890-11-01,20.862,Chhattisgarh
82159,1890-12-01,19.81,Chhattisgarh
82160,1891-01-01,18.8,Chhattisgarh
82161,1891-02-01,20.799,Chhattisgarh
82162,1891-03-01,24.961,Chhattisgarh
82163,1891-04-01,30.678,Chhattisgarh
82164,1891-05-01,32.381,Chhattisgarh
82165,1891-06-01,32.968,Chhattisgarh
82166,1891-07-01,27.172,Chhattisgarh
82167,1891-08-01,26.061,Chhattisgarh
82168,1891-09-01,26.054,Chhattisgarh
82169,1891-10-01,24.554,Chhattisgarh
82170,1891-11-01,21.371,Chhattisgarh
82171,1891-12-01,18.256,Chhattisgarh
82172,1892-01-01,19.687,Chhattisgarh
82173,1892-02-01,22.513,Chhattisgarh
82174,1892-03-01,27.438000000000002,Chhattisgarh
82175,1892-04-01,32.773,Chhattisgarh
82176,1892-05-01,34.205,Chhattisgarh
82177,1892-06-01,30.147,Chhattisgarh
82178,1892-07-01,26.81,Chhattisgarh
82179,1892-08-01,26.31,Chhattisgarh
82180,1892-09-01,26.151,Chhattisgarh
82181,1892-10-01,25.108,Chhattisgarh
82182,1892-11-01,20.22,Chhattisgarh
82183,1892-12-01,17.816,Chhattisgarh
82184,1893-01-01,17.706000000000003,Chhattisgarh
82185,1893-02-01,19.053,Chhattisgarh
82186,1893-03-01,22.986,Chhattisgarh
82187,1893-04-01,29.93,Chhattisgarh
82188,1893-05-01,31.523000000000003,Chhattisgarh
82189,1893-06-01,28.571,Chhattisgarh
82190,1893-07-01,26.748,Chhattisgarh
82191,1893-08-01,26.192,Chhattisgarh
82192,1893-09-01,25.904,Chhattisgarh
82193,1893-10-01,24.642,Chhattisgarh
82194,1893-11-01,21.738000000000003,Chhattisgarh
82195,1893-12-01,18.035999999999998,Chhattisgarh
82196,1894-01-01,19.661,Chhattisgarh
82197,1894-02-01,22.955,Chhattisgarh
82198,1894-03-01,26.714000000000002,Chhattisgarh
82199,1894-04-01,30.505,Chhattisgarh
82200,1894-05-01,34.091,Chhattisgarh
82201,1894-06-01,29.767000000000003,Chhattisgarh
82202,1894-07-01,26.443,Chhattisgarh
82203,1894-08-01,26.143,Chhattisgarh
82204,1894-09-01,26.72,Chhattisgarh
82205,1894-10-01,25.248,Chhattisgarh
82206,1894-11-01,20.727,Chhattisgarh
82207,1894-12-01,19.003,Chhattisgarh
82208,1895-01-01,19.606,Chhattisgarh
82209,1895-02-01,21.671,Chhattisgarh
82210,1895-03-01,25.875,Chhattisgarh
82211,1895-04-01,29.332,Chhattisgarh
82212,1895-05-01,33.781,Chhattisgarh
82213,1895-06-01,29.955,Chhattisgarh
82214,1895-07-01,27.158,Chhattisgarh
82215,1895-08-01,26.333,Chhattisgarh
82216,1895-09-01,27.342,Chhattisgarh
82217,1895-10-01,24.898000000000003,Chhattisgarh
82218,1895-11-01,22.549,Chhattisgarh
82219,1895-12-01,17.75,Chhattisgarh
82220,1896-01-01,18.629,Chhattisgarh
82221,1896-02-01,23.061999999999998,Chhattisgarh
82222,1896-03-01,27.903000000000002,Chhattisgarh
82223,1896-04-01,32.316,Chhattisgarh
82224,1896-05-01,34.491,Chhattisgarh
82225,1896-06-01,29.796,Chhattisgarh
82226,1896-07-01,27.272,Chhattisgarh
82227,1896-08-01,26.321,Chhattisgarh
82228,1896-09-01,27.666999999999998,Chhattisgarh
82229,1896-10-01,26.154,Chhattisgarh
82230,1896-11-01,23.113000000000003,Chhattisgarh
82231,1896-12-01,19.377,Chhattisgarh
82232,1897-01-01,20.503,Chhattisgarh
82233,1897-02-01,23.480999999999998,Chhattisgarh
82234,1897-03-01,26.946,Chhattisgarh
82235,1897-04-01,31.229,Chhattisgarh
82236,1897-05-01,34.437000000000005,Chhattisgarh
82237,1897-06-01,31.95300000000001,Chhattisgarh
82238,1897-07-01,28.565,Chhattisgarh
82239,1897-08-01,26.611,Chhattisgarh
82240,1897-09-01,27.229,Chhattisgarh
82241,1897-10-01,25.135,Chhattisgarh
82242,1897-11-01,21.473000000000006,Chhattisgarh
82243,1897-12-01,17.624000000000006,Chhattisgarh
82244,1898-01-01,18.136000000000006,Chhattisgarh
82245,1898-02-01,21.129,Chhattisgarh
82246,1898-03-01,26.64,Chhattisgarh
82247,1898-04-01,31.921,Chhattisgarh
82248,1898-05-01,33.597,Chhattisgarh
82249,1898-06-01,30.657,Chhattisgarh
82250,1898-07-01,26.662,Chhattisgarh
82251,1898-08-01,25.918000000000006,Chhattisgarh
82252,1898-09-01,26.659,Chhattisgarh
82253,1898-10-01,24.945999999999998,Chhattisgarh
82254,1898-11-01,21.649,Chhattisgarh
82255,1898-12-01,19.857,Chhattisgarh
82256,1899-01-01,17.793000000000006,Chhattisgarh
82257,1899-02-01,22.238000000000003,Chhattisgarh
82258,1899-03-01,27.711,Chhattisgarh
82259,1899-04-01,30.028,Chhattisgarh
82260,1899-05-01,33.022,Chhattisgarh
82261,1899-06-01,30.212,Chhattisgarh
82262,1899-07-01,27.217,Chhattisgarh
82263,1899-08-01,27.49,Chhattisgarh
82264,1899-09-01,28.06,Chhattisgarh
82265,1899-10-01,25.945999999999998,Chhattisgarh
82266,1899-11-01,22.138,Chhattisgarh
82267,1899-12-01,19.534,Chhattisgarh
82268,1900-01-01,21.054000000000002,Chhattisgarh
82269,1900-02-01,23.555,Chhattisgarh
82270,1900-03-01,27.719,Chhattisgarh
82271,1900-04-01,31.489,Chhattisgarh
82272,1900-05-01,32.931000000000004,Chhattisgarh
82273,1900-06-01,31.73,Chhattisgarh
82274,1900-07-01,27.779,Chhattisgarh
82275,1900-08-01,26.608,Chhattisgarh
82276,1900-09-01,26.282,Chhattisgarh
82277,1900-10-01,24.471999999999998,Chhattisgarh
82278,1900-11-01,21.688,Chhattisgarh
82279,1900-12-01,20.533,Chhattisgarh
82280,1901-01-01,18.507,Chhattisgarh
82281,1901-02-01,21.192,Chhattisgarh
82282,1901-03-01,25.841,Chhattisgarh
82283,1901-04-01,30.635,Chhattisgarh
82284,1901-05-01,32.977000000000004,Chhattisgarh
82285,1901-06-01,32.463,Chhattisgarh
82286,1901-07-01,27.668000000000006,Chhattisgarh
82287,1901-08-01,26.237,Chhattisgarh
82288,1901-09-01,27.176,Chhattisgarh
82289,1901-10-01,26.171,Chhattisgarh
82290,1901-11-01,21.699,Chhattisgarh
82291,1901-12-01,18.48,Chhattisgarh
82292,1902-01-01,19.901000000000003,Chhattisgarh
82293,1902-02-01,22.136,Chhattisgarh
82294,1902-03-01,28.168000000000006,Chhattisgarh
82295,1902-04-01,31.025,Chhattisgarh
82296,1902-05-01,33.826,Chhattisgarh
82297,1902-06-01,32.54,Chhattisgarh
82298,1902-07-01,27.278,Chhattisgarh
82299,1902-08-01,27.318,Chhattisgarh
82300,1902-09-01,26.730999999999998,Chhattisgarh
82301,1902-10-01,25.508000000000006,Chhattisgarh
82302,1902-11-01,21.092,Chhattisgarh
82303,1902-12-01,18.284,Chhattisgarh
82304,1903-01-01,19.765,Chhattisgarh
82305,1903-02-01,20.934,Chhattisgarh
82306,1903-03-01,26.607,Chhattisgarh
82307,1903-04-01,31.076,Chhattisgarh
82308,1903-05-01,32.408,Chhattisgarh
82309,1903-06-01,32.042,Chhattisgarh
82310,1903-07-01,28.063,Chhattisgarh
82311,1903-08-01,26.747,Chhattisgarh
82312,1903-09-01,26.839,Chhattisgarh
82313,1903-10-01,24.794,Chhattisgarh
82314,1903-11-01,20.503,Chhattisgarh
82315,1903-12-01,17.777,Chhattisgarh
82316,1904-01-01,19.110000000000007,Chhattisgarh
82317,1904-02-01,21.156,Chhattisgarh
82318,1904-03-01,26.44,Chhattisgarh
82319,1904-04-01,31.637,Chhattisgarh
82320,1904-05-01,32.547000000000004,Chhattisgarh
82321,1904-06-01,29.464000000000002,Chhattisgarh
82322,1904-07-01,26.468000000000004,Chhattisgarh
82323,1904-08-01,26.249,Chhattisgarh
82324,1904-09-01,26.583,Chhattisgarh
82325,1904-10-01,25.223000000000006,Chhattisgarh
82326,1904-11-01,20.901999999999997,Chhattisgarh
82327,1904-12-01,18.749,Chhattisgarh
82328,1905-01-01,18.346,Chhattisgarh
82329,1905-02-01,18.841,Chhattisgarh
82330,1905-03-01,25.563000000000002,Chhattisgarh
82331,1905-04-01,28.57,Chhattisgarh
82332,1905-05-01,32.86,Chhattisgarh
82333,1905-06-01,32.954,Chhattisgarh
82334,1905-07-01,27.117,Chhattisgarh
82335,1905-08-01,26.837,Chhattisgarh
82336,1905-09-01,26.535999999999998,Chhattisgarh
82337,1905-10-01,25.243,Chhattisgarh
82338,1905-11-01,21.986,Chhattisgarh
82339,1905-12-01,18.155,Chhattisgarh
82340,1906-01-01,19.015,Chhattisgarh
82341,1906-02-01,21.69,Chhattisgarh
82342,1906-03-01,25.232,Chhattisgarh
82343,1906-04-01,31.48,Chhattisgarh
82344,1906-05-01,34.53,Chhattisgarh
82345,1906-06-01,30.584,Chhattisgarh
82346,1906-07-01,27.008000000000006,Chhattisgarh
82347,1906-08-01,26.605999999999998,Chhattisgarh
82348,1906-09-01,26.576,Chhattisgarh
82349,1906-10-01,25.109,Chhattisgarh
82350,1906-11-01,21.673,Chhattisgarh
82351,1906-12-01,18.993,Chhattisgarh
82352,1907-01-01,19.266,Chhattisgarh
82353,1907-02-01,21.389,Chhattisgarh
82354,1907-03-01,25.253,Chhattisgarh
82355,1907-04-01,28.055,Chhattisgarh
82356,1907-05-01,31.978,Chhattisgarh
82357,1907-06-01,30.475,Chhattisgarh
82358,1907-07-01,27.732,Chhattisgarh
82359,1907-08-01,25.711,Chhattisgarh
82360,1907-09-01,27.026,Chhattisgarh
82361,1907-10-01,26.011999999999997,Chhattisgarh
82362,1907-11-01,22.138,Chhattisgarh
82363,1907-12-01,17.464000000000002,Chhattisgarh
82364,1908-01-01,17.563000000000002,Chhattisgarh
82365,1908-02-01,21.701999999999998,Chhattisgarh
82366,1908-03-01,25.78,Chhattisgarh
82367,1908-04-01,31.685,Chhattisgarh
82368,1908-05-01,33.357,Chhattisgarh
82369,1908-06-01,31.718000000000004,Chhattisgarh
82370,1908-07-01,26.632,Chhattisgarh
82371,1908-08-01,25.887,Chhattisgarh
82372,1908-09-01,26.833,Chhattisgarh
82373,1908-10-01,25.131999999999998,Chhattisgarh
82374,1908-11-01,20.826999999999998,Chhattisgarh
82375,1908-12-01,17.274,Chhattisgarh
82376,1909-01-01,20.352,Chhattisgarh
82377,1909-02-01,21.858,Chhattisgarh
82378,1909-03-01,27.248,Chhattisgarh
82379,1909-04-01,28.133000000000006,Chhattisgarh
82380,1909-05-01,32.959,Chhattisgarh
82381,1909-06-01,28.987,Chhattisgarh
82382,1909-07-01,26.146,Chhattisgarh
82383,1909-08-01,26.58,Chhattisgarh
82384,1909-09-01,26.405,Chhattisgarh
82385,1909-10-01,24.974,Chhattisgarh
82386,1909-11-01,21.694000000000006,Chhattisgarh
82387,1909-12-01,19.127,Chhattisgarh
82388,1910-01-01,18.934,Chhattisgarh
82389,1910-02-01,21.532,Chhattisgarh
82390,1910-03-01,26.682,Chhattisgarh
82391,1910-04-01,31.129,Chhattisgarh
82392,1910-05-01,33.190000000000005,Chhattisgarh
82393,1910-06-01,29.637,Chhattisgarh
82394,1910-07-01,27.05,Chhattisgarh
82395,1910-08-01,26.424,Chhattisgarh
82396,1910-09-01,26.633000000000006,Chhattisgarh
82397,1910-10-01,24.826,Chhattisgarh
82398,1910-11-01,20.238,Chhattisgarh
82399,1910-12-01,17.82,Chhattisgarh
82400,1911-01-01,20.382,Chhattisgarh
82401,1911-02-01,20.851,Chhattisgarh
82402,1911-03-01,25.439,Chhattisgarh
82403,1911-04-01,30.598000000000006,Chhattisgarh
82404,1911-05-01,34.152,Chhattisgarh
82405,1911-06-01,29.183000000000003,Chhattisgarh
82406,1911-07-01,28.051,Chhattisgarh
82407,1911-08-01,25.949,Chhattisgarh
82408,1911-09-01,26.6,Chhattisgarh
82409,1911-10-01,25.465999999999998,Chhattisgarh
82410,1911-11-01,22.156,Chhattisgarh
82411,1911-12-01,18.111,Chhattisgarh
82412,1912-01-01,19.306,Chhattisgarh
82413,1912-02-01,22.427,Chhattisgarh
82414,1912-03-01,26.834,Chhattisgarh
82415,1912-04-01,30.2,Chhattisgarh
82416,1912-05-01,33.426,Chhattisgarh
82417,1912-06-01,32.865,Chhattisgarh
82418,1912-07-01,27.051,Chhattisgarh
82419,1912-08-01,26.274,Chhattisgarh
82420,1912-09-01,26.735,Chhattisgarh
82421,1912-10-01,25.363000000000003,Chhattisgarh
82422,1912-11-01,21.184,Chhattisgarh
82423,1912-12-01,17.676,Chhattisgarh
82424,1913-01-01,18.42,Chhattisgarh
82425,1913-02-01,22.180999999999997,Chhattisgarh
82426,1913-03-01,25.521,Chhattisgarh
82427,1913-04-01,31.820999999999998,Chhattisgarh
82428,1913-05-01,32.336,Chhattisgarh
82429,1913-06-01,28.948,Chhattisgarh
82430,1913-07-01,26.966,Chhattisgarh
82431,1913-08-01,26.476,Chhattisgarh
82432,1913-09-01,27.247,Chhattisgarh
82433,1913-10-01,25.663,Chhattisgarh
82434,1913-11-01,21.37,Chhattisgarh
82435,1913-12-01,18.556,Chhattisgarh
82436,1914-01-01,19.217,Chhattisgarh
82437,1914-02-01,22.798,Chhattisgarh
82438,1914-03-01,26.128,Chhattisgarh
82439,1914-04-01,29.049,Chhattisgarh
82440,1914-05-01,32.121,Chhattisgarh
82441,1914-06-01,30.20300000000001,Chhattisgarh
82442,1914-07-01,26.67,Chhattisgarh
82443,1914-08-01,26.429,Chhattisgarh
82444,1914-09-01,26.585,Chhattisgarh
82445,1914-10-01,25.191999999999997,Chhattisgarh
82446,1914-11-01,22.285,Chhattisgarh
82447,1914-12-01,18.903,Chhattisgarh
82448,1915-01-01,19.156,Chhattisgarh
82449,1915-02-01,21.456,Chhattisgarh
82450,1915-03-01,25.67,Chhattisgarh
82451,1915-04-01,30.399,Chhattisgarh
82452,1915-05-01,33.845,Chhattisgarh
82453,1915-06-01,32.128,Chhattisgarh
82454,1915-07-01,27.817,Chhattisgarh
82455,1915-08-01,26.78,Chhattisgarh
82456,1915-09-01,26.76,Chhattisgarh
82457,1915-10-01,26.191,Chhattisgarh
82458,1915-11-01,22.947,Chhattisgarh
82459,1915-12-01,18.221,Chhattisgarh
82460,1916-01-01,18.548,Chhattisgarh
82461,1916-02-01,21.915,Chhattisgarh
82462,1916-03-01,27.217,Chhattisgarh
82463,1916-04-01,31.626,Chhattisgarh
82464,1916-05-01,33.538000000000004,Chhattisgarh
82465,1916-06-01,28.232,Chhattisgarh
82466,1916-07-01,27.242,Chhattisgarh
82467,1916-08-01,26.477,Chhattisgarh
82468,1916-09-01,26.823,Chhattisgarh
82469,1916-10-01,25.62,Chhattisgarh
82470,1916-11-01,21.644,Chhattisgarh
82471,1916-12-01,17.433,Chhattisgarh
82472,1917-01-01,18.627,Chhattisgarh
82473,1917-02-01,20.982,Chhattisgarh
82474,1917-03-01,25.122,Chhattisgarh
82475,1917-04-01,29.102,Chhattisgarh
82476,1917-05-01,29.07800000000001,Chhattisgarh
82477,1917-06-01,28.645000000000003,Chhattisgarh
82478,1917-07-01,26.649,Chhattisgarh
82479,1917-08-01,26.457,Chhattisgarh
82480,1917-09-01,26.248,Chhattisgarh
82481,1917-10-01,25.229,Chhattisgarh
82482,1917-11-01,20.729,Chhattisgarh
82483,1917-12-01,18.305,Chhattisgarh
82484,1918-01-01,17.526000000000003,Chhattisgarh
82485,1918-02-01,21.680999999999997,Chhattisgarh
82486,1918-03-01,26.4,Chhattisgarh
82487,1918-04-01,29.879,Chhattisgarh
82488,1918-05-01,32.113,Chhattisgarh
82489,1918-06-01,27.94100000000001,Chhattisgarh
82490,1918-07-01,28.273000000000003,Chhattisgarh
82491,1918-08-01,26.259,Chhattisgarh
82492,1918-09-01,27.250999999999998,Chhattisgarh
82493,1918-10-01,25.414,Chhattisgarh
82494,1918-11-01,22.325,Chhattisgarh
82495,1918-12-01,18.636,Chhattisgarh
82496,1919-01-01,20.322000000000006,Chhattisgarh
82497,1919-02-01,21.273000000000003,Chhattisgarh
82498,1919-03-01,26.593000000000004,Chhattisgarh
82499,1919-04-01,30.033,Chhattisgarh
82500,1919-05-01,32.093,Chhattisgarh
82501,1919-06-01,29.456000000000003,Chhattisgarh
82502,1919-07-01,26.756,Chhattisgarh
82503,1919-08-01,26.134,Chhattisgarh
82504,1919-09-01,26.835,Chhattisgarh
82505,1919-10-01,24.844,Chhattisgarh
82506,1919-11-01,21.975,Chhattisgarh
82507,1919-12-01,18.235,Chhattisgarh
82508,1920-01-01,19.06,Chhattisgarh
82509,1920-02-01,21.864,Chhattisgarh
82510,1920-03-01,26.769000000000002,Chhattisgarh
82511,1920-04-01,30.355999999999998,Chhattisgarh
82512,1920-05-01,31.74,Chhattisgarh
82513,1920-06-01,31.682,Chhattisgarh
82514,1920-07-01,26.782,Chhattisgarh
82515,1920-08-01,26.609,Chhattisgarh
82516,1920-09-01,27.442,Chhattisgarh
82517,1920-10-01,26.275,Chhattisgarh
82518,1920-11-01,22.227,Chhattisgarh
82519,1920-12-01,18.618,Chhattisgarh
82520,1921-01-01,19.791,Chhattisgarh
82521,1921-02-01,21.564,Chhattisgarh
82522,1921-03-01,28.167,Chhattisgarh
82523,1921-04-01,31.754,Chhattisgarh
82524,1921-05-01,35.621,Chhattisgarh
82525,1921-06-01,30.612,Chhattisgarh
82526,1921-07-01,27.61,Chhattisgarh
82527,1921-08-01,26.258000000000006,Chhattisgarh
82528,1921-09-01,26.366999999999997,Chhattisgarh
82529,1921-10-01,24.738000000000003,Chhattisgarh
82530,1921-11-01,20.202,Chhattisgarh
82531,1921-12-01,19.164,Chhattisgarh
82532,1922-01-01,18.943,Chhattisgarh
82533,1922-02-01,22.361,Chhattisgarh
82534,1922-03-01,27.341,Chhattisgarh
82535,1922-04-01,31.275,Chhattisgarh
82536,1922-05-01,34.007000000000005,Chhattisgarh
82537,1922-06-01,30.086,Chhattisgarh
82538,1922-07-01,26.587,Chhattisgarh
82539,1922-08-01,26.38,Chhattisgarh
82540,1922-09-01,26.274,Chhattisgarh
82541,1922-10-01,24.573,Chhattisgarh
82542,1922-11-01,21.448,Chhattisgarh
82543,1922-12-01,17.595,Chhattisgarh
82544,1923-01-01,18.916,Chhattisgarh
82545,1923-02-01,21.487,Chhattisgarh
82546,1923-03-01,25.96,Chhattisgarh
82547,1923-04-01,31.026,Chhattisgarh
82548,1923-05-01,33.583,Chhattisgarh
82549,1923-06-01,33.549,Chhattisgarh
82550,1923-07-01,26.971,Chhattisgarh
82551,1923-08-01,25.906,Chhattisgarh
82552,1923-09-01,26.872,Chhattisgarh
82553,1923-10-01,24.38,Chhattisgarh
82554,1923-11-01,21.295,Chhattisgarh
82555,1923-12-01,18.942,Chhattisgarh
82556,1924-01-01,19.169,Chhattisgarh
82557,1924-02-01,22.484,Chhattisgarh
82558,1924-03-01,27.624000000000002,Chhattisgarh
82559,1924-04-01,31.782,Chhattisgarh
82560,1924-05-01,32.992000000000004,Chhattisgarh
82561,1924-06-01,32.876000000000005,Chhattisgarh
82562,1924-07-01,27.064,Chhattisgarh
82563,1924-08-01,26.656,Chhattisgarh
82564,1924-09-01,26.410999999999998,Chhattisgarh
82565,1924-10-01,25.002,Chhattisgarh
82566,1924-11-01,20.956,Chhattisgarh
82567,1924-12-01,18.249,Chhattisgarh
82568,1925-01-01,18.039,Chhattisgarh
82569,1925-02-01,21.065,Chhattisgarh
82570,1925-03-01,26.4,Chhattisgarh
82571,1925-04-01,31.293000000000006,Chhattisgarh
82572,1925-05-01,31.78,Chhattisgarh
82573,1925-06-01,29.632,Chhattisgarh
82574,1925-07-01,25.892,Chhattisgarh
82575,1925-08-01,26.579,Chhattisgarh
82576,1925-09-01,27.098000000000006,Chhattisgarh
82577,1925-10-01,25.394,Chhattisgarh
82578,1925-11-01,21.927,Chhattisgarh
82579,1925-12-01,17.924,Chhattisgarh
82580,1926-01-01,19.317,Chhattisgarh
82581,1926-02-01,22.678,Chhattisgarh
82582,1926-03-01,25.837,Chhattisgarh
82583,1926-04-01,28.578000000000007,Chhattisgarh
82584,1926-05-01,31.733,Chhattisgarh
82585,1926-06-01,33.71,Chhattisgarh
82586,1926-07-01,27.817,Chhattisgarh
82587,1926-08-01,26.399,Chhattisgarh
82588,1926-09-01,26.498,Chhattisgarh
82589,1926-10-01,24.813,Chhattisgarh
82590,1926-11-01,20.366,Chhattisgarh
82591,1926-12-01,18.355,Chhattisgarh
82592,1927-01-01,20.076,Chhattisgarh
82593,1927-02-01,22.102,Chhattisgarh
82594,1927-03-01,25.838,Chhattisgarh
82595,1927-04-01,31.096,Chhattisgarh
82596,1927-05-01,33.171,Chhattisgarh
82597,1927-06-01,31.239,Chhattisgarh
82598,1927-07-01,26.772,Chhattisgarh
82599,1927-08-01,26.399,Chhattisgarh
82600,1927-09-01,27.274,Chhattisgarh
82601,1927-10-01,25.278,Chhattisgarh
82602,1927-11-01,20.756999999999998,Chhattisgarh
82603,1927-12-01,19.07,Chhattisgarh
82604,1928-01-01,19.548,Chhattisgarh
82605,1928-02-01,21.98,Chhattisgarh
82606,1928-03-01,26.862,Chhattisgarh
82607,1928-04-01,30.3,Chhattisgarh
82608,1928-05-01,33.896,Chhattisgarh
82609,1928-06-01,29.829,Chhattisgarh
82610,1928-07-01,26.703000000000007,Chhattisgarh
82611,1928-08-01,27.265,Chhattisgarh
82612,1928-09-01,27.502,Chhattisgarh
82613,1928-10-01,25.844,Chhattisgarh
