,dt,AverageTemperature,State
82614,1928-11-01,21.991999999999997,Chhattisgarh
82615,1928-12-01,18.979,Chhattisgarh
82616,1929-01-01,19.711,Chhattisgarh
82617,1929-02-01,20.74,Chhattisgarh
82618,1929-03-01,26.926,Chhattisgarh
82619,1929-04-01,30.444000000000006,Chhattisgarh
82620,1929-05-01,34.4,Chhattisgarh
82621,1929-06-01,30.538,Chhattisgarh
82622,1929-07-01,26.593000000000004,Chhattisgarh
82623,1929-08-01,26.094,Chhattisgarh
82624,1929-09-01,27.269,Chhattisgarh
82625,1929-10-01,24.840999999999998,Chhattisgarh
82626,1929-11-01,21.138,Chhattisgarh
82627,1929-12-01,18.999,Chhattisgarh
82628,1930-01-01,19.157,Chhattisgarh
82629,1930-02-01,20.872,Chhattisgarh
82630,1930-03-01,26.936,Chhattisgarh
82631,1930-04-01,29.894,Chhattisgarh
82632,1930-05-01,32.921,Chhattisgarh
82633,1930-06-01,31.079,Chhattisgarh
82634,1930-07-01,26.675,Chhattisgarh
82635,1930-08-01,26.394,Chhattisgarh
82636,1930-09-01,26.962,Chhattisgarh
82637,1930-10-01,25.927,Chhattisgarh
82638,1930-11-01,20.871,Chhattisgarh
82639,1930-12-01,18.69,Chhattisgarh
82640,1931-01-01,19.907,Chhattisgarh
82641,1931-02-01,22.595,Chhattisgarh
82642,1931-03-01,26.34,Chhattisgarh
82643,1931-04-01,31.766,Chhattisgarh
82644,1931-05-01,33.856,Chhattisgarh
82645,1931-06-01,32.54,Chhattisgarh
82646,1931-07-01,27.171,Chhattisgarh
82647,1931-08-01,26.659,Chhattisgarh
82648,1931-09-01,27.090999999999998,Chhattisgarh
82649,1931-10-01,25.070999999999998,Chhattisgarh
82650,1931-11-01,21.261,Chhattisgarh
82651,1931-12-01,18.502,Chhattisgarh
82652,1932-01-01,19.671000000000006,Chhattisgarh
82653,1932-02-01,20.86,Chhattisgarh
82654,1932-03-01,26.429000000000002,Chhattisgarh
82655,1932-04-01,30.512,Chhattisgarh
82656,1932-05-01,32.984,Chhattisgarh
82657,1932-06-01,32.089,Chhattisgarh
82658,1932-07-01,26.847,Chhattisgarh
82659,1932-08-01,26.788,Chhattisgarh
82660,1932-09-01,26.973000000000006,Chhattisgarh
82661,1932-10-01,25.965,Chhattisgarh
82662,1932-11-01,21.881,Chhattisgarh
82663,1932-12-01,18.676,Chhattisgarh
82664,1933-01-01,19.007,Chhattisgarh
82665,1933-02-01,22.735,Chhattisgarh
82666,1933-03-01,26.661,Chhattisgarh
82667,1933-04-01,29.343000000000004,Chhattisgarh
82668,1933-05-01,30.410000000000004,Chhattisgarh
82669,1933-06-01,29.03700000000001,Chhattisgarh
82670,1933-07-01,26.994,Chhattisgarh
82671,1933-08-01,26.497,Chhattisgarh
82672,1933-09-01,26.554,Chhattisgarh
82673,1933-10-01,25.164,Chhattisgarh
82674,1933-11-01,21.374,Chhattisgarh
82675,1933-12-01,18.767,Chhattisgarh
82676,1934-01-01,18.540000000000006,Chhattisgarh
82677,1934-02-01,21.81,Chhattisgarh
82678,1934-03-01,26.576,Chhattisgarh
82679,1934-04-01,31.217,Chhattisgarh
82680,1934-05-01,34.102000000000004,Chhattisgarh
82681,1934-06-01,30.754,Chhattisgarh
82682,1934-07-01,26.843000000000004,Chhattisgarh
82683,1934-08-01,26.372,Chhattisgarh
82684,1934-09-01,26.612,Chhattisgarh
82685,1934-10-01,24.66,Chhattisgarh
82686,1934-11-01,20.835,Chhattisgarh
82687,1934-12-01,18.809,Chhattisgarh
82688,1935-01-01,18.808000000000003,Chhattisgarh
82689,1935-02-01,22.093000000000004,Chhattisgarh
82690,1935-03-01,26.023000000000003,Chhattisgarh
82691,1935-04-01,28.897,Chhattisgarh
82692,1935-05-01,34.347,Chhattisgarh
82693,1935-06-01,31.991,Chhattisgarh
82694,1935-07-01,26.64,Chhattisgarh
82695,1935-08-01,26.307,Chhattisgarh
82696,1935-09-01,26.549,Chhattisgarh
82697,1935-10-01,25.363000000000003,Chhattisgarh
82698,1935-11-01,21.695,Chhattisgarh
82699,1935-12-01,19.556,Chhattisgarh
82700,1936-01-01,20.151000000000003,Chhattisgarh
82701,1936-02-01,21.516,Chhattisgarh
82702,1936-03-01,26.841,Chhattisgarh
82703,1936-04-01,30.318,Chhattisgarh
82704,1936-05-01,33.251999999999995,Chhattisgarh
82705,1936-06-01,28.529,Chhattisgarh
82706,1936-07-01,27.127,Chhattisgarh
82707,1936-08-01,26.437,Chhattisgarh
82708,1936-09-01,26.721,Chhattisgarh
82709,1936-10-01,24.932,Chhattisgarh
82710,1936-11-01,22.528,Chhattisgarh
82711,1936-12-01,19.283,Chhattisgarh
82712,1937-01-01,18.155,Chhattisgarh
82713,1937-02-01,22.357,Chhattisgarh
82714,1937-03-01,25.726,Chhattisgarh
82715,1937-04-01,28.247,Chhattisgarh
82716,1937-05-01,32.793,Chhattisgarh
82717,1937-06-01,31.529,Chhattisgarh
82718,1937-07-01,26.903,Chhattisgarh
82719,1937-08-01,26.603,Chhattisgarh
82720,1937-09-01,27.048,Chhattisgarh
82721,1937-10-01,24.969,Chhattisgarh
82722,1937-11-01,21.958,Chhattisgarh
82723,1937-12-01,18.105999999999998,Chhattisgarh
82724,1938-01-01,20.630000000000006,Chhattisgarh
82725,1938-02-01,21.051,Chhattisgarh
82726,1938-03-01,28.253,Chhattisgarh
82727,1938-04-01,31.267,Chhattisgarh
82728,1938-05-01,33.327,Chhattisgarh
82729,1938-06-01,28.116,Chhattisgarh
82730,1938-07-01,26.645,Chhattisgarh
82731,1938-08-01,26.633000000000006,Chhattisgarh
82732,1938-09-01,26.843000000000004,Chhattisgarh
82733,1938-10-01,25.189,Chhattisgarh
82734,1938-11-01,20.916,Chhattisgarh
82735,1938-12-01,18.534,Chhattisgarh
82736,1939-01-01,19.89,Chhattisgarh
82737,1939-02-01,22.638,Chhattisgarh
82738,1939-03-01,25.612,Chhattisgarh
82739,1939-04-01,30.641,Chhattisgarh
82740,1939-05-01,34.287,Chhattisgarh
82741,1939-06-01,30.966,Chhattisgarh
82742,1939-07-01,26.52,Chhattisgarh
82743,1939-08-01,26.42,Chhattisgarh
82744,1939-09-01,26.658,Chhattisgarh
82745,1939-10-01,25.805999999999997,Chhattisgarh
82746,1939-11-01,21.058000000000003,Chhattisgarh
82747,1939-12-01,18.295,Chhattisgarh
82748,1940-01-01,18.087000000000003,Chhattisgarh
82749,1940-02-01,21.887,Chhattisgarh
82750,1940-03-01,25.559,Chhattisgarh
82751,1940-04-01,30.159,Chhattisgarh
82752,1940-05-01,33.018,Chhattisgarh
82753,1940-06-01,30.73,Chhattisgarh
82754,1940-07-01,26.323,Chhattisgarh
82755,1940-08-01,26.34,Chhattisgarh
82756,1940-09-01,27.199,Chhattisgarh
82757,1940-10-01,25.63,Chhattisgarh
82758,1940-11-01,22.674,Chhattisgarh
82759,1940-12-01,19.074,Chhattisgarh
82760,1941-01-01,19.902,Chhattisgarh
82761,1941-02-01,22.098000000000006,Chhattisgarh
82762,1941-03-01,27.859,Chhattisgarh
82763,1941-04-01,32.467,Chhattisgarh
82764,1941-05-01,33.936,Chhattisgarh
82765,1941-06-01,30.324,Chhattisgarh
82766,1941-07-01,27.563,Chhattisgarh
82767,1941-08-01,27.048,Chhattisgarh
82768,1941-09-01,27.64,Chhattisgarh
82769,1941-10-01,25.603,Chhattisgarh
82770,1941-11-01,21.358,Chhattisgarh
82771,1941-12-01,19.702,Chhattisgarh
82772,1942-01-01,19.072000000000006,Chhattisgarh
82773,1942-02-01,22.063,Chhattisgarh
82774,1942-03-01,27.03700000000001,Chhattisgarh
82775,1942-04-01,31.008000000000006,Chhattisgarh
82776,1942-05-01,34.54,Chhattisgarh
82777,1942-06-01,32.415,Chhattisgarh
82778,1942-07-01,26.501,Chhattisgarh
82779,1942-08-01,26.368,Chhattisgarh
82780,1942-09-01,26.584,Chhattisgarh
82781,1942-10-01,25.059,Chhattisgarh
82782,1942-11-01,21.798,Chhattisgarh
82783,1942-12-01,19.098,Chhattisgarh
82784,1943-01-01,20.766,Chhattisgarh
82785,1943-02-01,20.541,Chhattisgarh
82786,1943-03-01,26.871,Chhattisgarh
82787,1943-04-01,29.762,Chhattisgarh
82788,1943-05-01,33.379000000000005,Chhattisgarh
82789,1943-06-01,30.372,Chhattisgarh
82790,1943-07-01,26.796,Chhattisgarh
82791,1943-08-01,25.934,Chhattisgarh
82792,1943-09-01,26.743,Chhattisgarh
82793,1943-10-01,25.282,Chhattisgarh
82794,1943-11-01,21.898000000000003,Chhattisgarh
82795,1943-12-01,18.295,Chhattisgarh
82796,1944-01-01,19.306,Chhattisgarh
82797,1944-02-01,21.348000000000006,Chhattisgarh
82798,1944-03-01,24.777,Chhattisgarh
82799,1944-04-01,28.966,Chhattisgarh
82800,1944-05-01,34.123000000000005,Chhattisgarh
82801,1944-06-01,31.459,Chhattisgarh
82802,1944-07-01,26.394000000000002,Chhattisgarh
82803,1944-08-01,26.389,Chhattisgarh
82804,1944-09-01,26.955,Chhattisgarh
82805,1944-10-01,24.750999999999998,Chhattisgarh
82806,1944-11-01,21.484,Chhattisgarh
82807,1944-12-01,20.104,Chhattisgarh
82808,1945-01-01,18.57,Chhattisgarh
82809,1945-02-01,21.583,Chhattisgarh
82810,1945-03-01,27.09800000000001,Chhattisgarh
82811,1945-04-01,29.209,Chhattisgarh
82812,1945-05-01,33.508,Chhattisgarh
82813,1945-06-01,31.804000000000002,Chhattisgarh
82814,1945-07-01,26.892,Chhattisgarh
82815,1945-08-01,26.966,Chhattisgarh
82816,1945-09-01,26.561,Chhattisgarh
82817,1945-10-01,24.521,Chhattisgarh
82818,1945-11-01,20.693,Chhattisgarh
82819,1945-12-01,17.296,Chhattisgarh
82820,1946-01-01,18.548,Chhattisgarh
82821,1946-02-01,22.325,Chhattisgarh
82822,1946-03-01,27.089000000000002,Chhattisgarh
82823,1946-04-01,29.978,Chhattisgarh
82824,1946-05-01,32.984,Chhattisgarh
82825,1946-06-01,29.382,Chhattisgarh
82826,1946-07-01,26.798000000000002,Chhattisgarh
82827,1946-08-01,26.269,Chhattisgarh
82828,1946-09-01,26.805,Chhattisgarh
82829,1946-10-01,25.741999999999997,Chhattisgarh
82830,1946-11-01,22.505,Chhattisgarh
82831,1946-12-01,20.480999999999998,Chhattisgarh
82832,1947-01-01,19.579,Chhattisgarh
82833,1947-02-01,21.789,Chhattisgarh
82834,1947-03-01,27.096,Chhattisgarh
82835,1947-04-01,31.579,Chhattisgarh
82836,1947-05-01,34.045,Chhattisgarh
82837,1947-06-01,32.138000000000005,Chhattisgarh
82838,1947-07-01,26.616,Chhattisgarh
82839,1947-08-01,26.765,Chhattisgarh
82840,1947-09-01,26.671999999999997,Chhattisgarh
82841,1947-10-01,24.892,Chhattisgarh
82842,1947-11-01,21.825,Chhattisgarh
82843,1947-12-01,19.346,Chhattisgarh
82844,1948-01-01,19.619000000000003,Chhattisgarh
82845,1948-02-01,22.42,Chhattisgarh
82846,1948-03-01,26.168000000000006,Chhattisgarh
82847,1948-04-01,31.480999999999998,Chhattisgarh
82848,1948-05-01,34.448,Chhattisgarh
82849,1948-06-01,31.852,Chhattisgarh
82850,1948-07-01,26.852,Chhattisgarh
82851,1948-08-01,26.464,Chhattisgarh
82852,1948-09-01,26.494,Chhattisgarh
82853,1948-10-01,25.587,Chhattisgarh
82854,1948-11-01,22.746,Chhattisgarh
82855,1948-12-01,17.764,Chhattisgarh
82856,1949-01-01,19.609,Chhattisgarh
82857,1949-02-01,21.756999999999998,Chhattisgarh
82858,1949-03-01,27.306,Chhattisgarh
82859,1949-04-01,31.018,Chhattisgarh
82860,1949-05-01,32.730000000000004,Chhattisgarh
82861,1949-06-01,30.499000000000002,Chhattisgarh
82862,1949-07-01,26.913,Chhattisgarh
82863,1949-08-01,26.572,Chhattisgarh
82864,1949-09-01,26.758000000000006,Chhattisgarh
82865,1949-10-01,25.656,Chhattisgarh
82866,1949-11-01,20.595,Chhattisgarh
82867,1949-12-01,18.769,Chhattisgarh
82868,1950-01-01,19.599,Chhattisgarh
82869,1950-02-01,21.648000000000003,Chhattisgarh
82870,1950-03-01,25.466,Chhattisgarh
82871,1950-04-01,30.546,Chhattisgarh
82872,1950-05-01,33.662,Chhattisgarh
82873,1950-06-01,30.615,Chhattisgarh
82874,1950-07-01,26.497,Chhattisgarh
82875,1950-08-01,26.536,Chhattisgarh
82876,1950-09-01,26.845,Chhattisgarh
82877,1950-10-01,24.886999999999997,Chhattisgarh
82878,1950-11-01,21.01,Chhattisgarh
82879,1950-12-01,18.581,Chhattisgarh
82880,1951-01-01,18.349,Chhattisgarh
82881,1951-02-01,22.386,Chhattisgarh
82882,1951-03-01,26.697,Chhattisgarh
82883,1951-04-01,29.464,Chhattisgarh
82884,1951-05-01,32.755,Chhattisgarh
82885,1951-06-01,30.997,Chhattisgarh
82886,1951-07-01,27.669,Chhattisgarh
82887,1951-08-01,26.651,Chhattisgarh
82888,1951-09-01,27.396,Chhattisgarh
82889,1951-10-01,26.899,Chhattisgarh
82890,1951-11-01,22.526999999999997,Chhattisgarh
82891,1951-12-01,18.719,Chhattisgarh
82892,1952-01-01,19.975,Chhattisgarh
82893,1952-02-01,23.392,Chhattisgarh
82894,1952-03-01,26.164,Chhattisgarh
82895,1952-04-01,31.219,Chhattisgarh
82896,1952-05-01,33.854,Chhattisgarh
82897,1952-06-01,31.719,Chhattisgarh
82898,1952-07-01,27.466,Chhattisgarh
82899,1952-08-01,26.381,Chhattisgarh
82900,1952-09-01,26.848000000000006,Chhattisgarh
82901,1952-10-01,25.592,Chhattisgarh
82902,1952-11-01,21.539,Chhattisgarh
82903,1952-12-01,19.945,Chhattisgarh
82904,1953-01-01,19.217,Chhattisgarh
82905,1953-02-01,23.547,Chhattisgarh
82906,1953-03-01,29.195,Chhattisgarh
82907,1953-04-01,31.374,Chhattisgarh
82908,1953-05-01,34.668,Chhattisgarh
82909,1953-06-01,32.281,Chhattisgarh
82910,1953-07-01,26.985,Chhattisgarh
82911,1953-08-01,26.381,Chhattisgarh
82912,1953-09-01,27.096,Chhattisgarh
82913,1953-10-01,25.514,Chhattisgarh
82914,1953-11-01,21.432,Chhattisgarh
82915,1953-12-01,19.423,Chhattisgarh
82916,1954-01-01,18.663,Chhattisgarh
82917,1954-02-01,23.82,Chhattisgarh
82918,1954-03-01,27.002,Chhattisgarh
82919,1954-04-01,32.045,Chhattisgarh
82920,1954-05-01,34.509,Chhattisgarh
82921,1954-06-01,31.227,Chhattisgarh
82922,1954-07-01,27.344,Chhattisgarh
82923,1954-08-01,26.946,Chhattisgarh
82924,1954-09-01,26.326999999999998,Chhattisgarh
82925,1954-10-01,24.063,Chhattisgarh
82926,1954-11-01,20.697,Chhattisgarh
82927,1954-12-01,19.362,Chhattisgarh
82928,1955-01-01,19.465000000000003,Chhattisgarh
82929,1955-02-01,22.859,Chhattisgarh
82930,1955-03-01,28.053,Chhattisgarh
82931,1955-04-01,30.046,Chhattisgarh
82932,1955-05-01,32.986999999999995,Chhattisgarh
82933,1955-06-01,31.252,Chhattisgarh
82934,1955-07-01,26.938,Chhattisgarh
82935,1955-08-01,26.653,Chhattisgarh
82936,1955-09-01,26.697,Chhattisgarh
82937,1955-10-01,25.083,Chhattisgarh
82938,1955-11-01,20.684,Chhattisgarh
82939,1955-12-01,18.532,Chhattisgarh
82940,1956-01-01,19.988000000000003,Chhattisgarh
82941,1956-02-01,21.570999999999998,Chhattisgarh
82942,1956-03-01,27.89,Chhattisgarh
82943,1956-04-01,31.842,Chhattisgarh
82944,1956-05-01,33.448,Chhattisgarh
82945,1956-06-01,28.63300000000001,Chhattisgarh
82946,1956-07-01,26.402,Chhattisgarh
82947,1956-08-01,26.477,Chhattisgarh
82948,1956-09-01,26.522,Chhattisgarh
82949,1956-10-01,24.924,Chhattisgarh
82950,1956-11-01,21.319000000000006,Chhattisgarh
82951,1956-12-01,19.508,Chhattisgarh
82952,1957-01-01,20.284000000000002,Chhattisgarh
82953,1957-02-01,21.586,Chhattisgarh
82954,1957-03-01,25.058000000000003,Chhattisgarh
82955,1957-04-01,30.241,Chhattisgarh
82956,1957-05-01,33.480000000000004,Chhattisgarh
82957,1957-06-01,31.88000000000001,Chhattisgarh
82958,1957-07-01,26.865,Chhattisgarh
82959,1957-08-01,26.914,Chhattisgarh
82960,1957-09-01,27.339,Chhattisgarh
82961,1957-10-01,26.093000000000004,Chhattisgarh
82962,1957-11-01,22.665,Chhattisgarh
82963,1957-12-01,20.404,Chhattisgarh
82964,1958-01-01,20.744000000000003,Chhattisgarh
82965,1958-02-01,22.905,Chhattisgarh
82966,1958-03-01,27.09800000000001,Chhattisgarh
82967,1958-04-01,31.774,Chhattisgarh
82968,1958-05-01,34.260000000000005,Chhattisgarh
82969,1958-06-01,33.429,Chhattisgarh
82970,1958-07-01,27.038,Chhattisgarh
82971,1958-08-01,27.185,Chhattisgarh
82972,1958-09-01,26.807,Chhattisgarh
82973,1958-10-01,25.519,Chhattisgarh
82974,1958-11-01,22.686,Chhattisgarh
82975,1958-12-01,19.442999999999998,Chhattisgarh
82976,1959-01-01,20.14,Chhattisgarh
82977,1959-02-01,22.396,Chhattisgarh
82978,1959-03-01,27.324,Chhattisgarh
82979,1959-04-01,31.085,Chhattisgarh
82980,1959-05-01,33.799,Chhattisgarh
82981,1959-06-01,31.003,Chhattisgarh
82982,1959-07-01,26.988000000000003,Chhattisgarh
82983,1959-08-01,26.323,Chhattisgarh
82984,1959-09-01,26.769,Chhattisgarh
82985,1959-10-01,25.776999999999997,Chhattisgarh
82986,1959-11-01,21.965,Chhattisgarh
82987,1959-12-01,19.215999999999998,Chhattisgarh
82988,1960-01-01,19.229000000000006,Chhattisgarh
82989,1960-02-01,22.732,Chhattisgarh
82990,1960-03-01,26.19100000000001,Chhattisgarh
82991,1960-04-01,31.034,Chhattisgarh
82992,1960-05-01,33.597,Chhattisgarh
82993,1960-06-01,31.468000000000004,Chhattisgarh
82994,1960-07-01,27.097,Chhattisgarh
82995,1960-08-01,26.746,Chhattisgarh
82996,1960-09-01,27.467,Chhattisgarh
82997,1960-10-01,25.46,Chhattisgarh
82998,1960-11-01,21.565,Chhattisgarh
82999,1960-12-01,20.063,Chhattisgarh
83000,1961-01-01,20.069000000000006,Chhattisgarh
83001,1961-02-01,20.93,Chhattisgarh
83002,1961-03-01,28.056,Chhattisgarh
83003,1961-04-01,31.165,Chhattisgarh
83004,1961-05-01,33.47,Chhattisgarh
83005,1961-06-01,29.85100000000001,Chhattisgarh
83006,1961-07-01,26.559,Chhattisgarh
83007,1961-08-01,26.815,Chhattisgarh
83008,1961-09-01,26.136999999999997,Chhattisgarh
83009,1961-10-01,24.854,Chhattisgarh
83010,1961-11-01,21.094,Chhattisgarh
83011,1961-12-01,17.438,Chhattisgarh
83012,1962-01-01,17.834000000000003,Chhattisgarh
83013,1962-02-01,21.859,Chhattisgarh
83014,1962-03-01,26.047,Chhattisgarh
83015,1962-04-01,30.342,Chhattisgarh
83016,1962-05-01,32.767,Chhattisgarh
83017,1962-06-01,30.634,Chhattisgarh
83018,1962-07-01,27.266,Chhattisgarh
83019,1962-08-01,26.644,Chhattisgarh
83020,1962-09-01,26.759,Chhattisgarh
83021,1962-10-01,24.671,Chhattisgarh
83022,1962-11-01,21.764,Chhattisgarh
83023,1962-12-01,19.26,Chhattisgarh
83024,1963-01-01,17.868000000000006,Chhattisgarh
83025,1963-02-01,22.297,Chhattisgarh
83026,1963-03-01,26.196,Chhattisgarh
83027,1963-04-01,29.611,Chhattisgarh
83028,1963-05-01,32.283,Chhattisgarh
83029,1963-06-01,30.052,Chhattisgarh
83030,1963-07-01,27.01,Chhattisgarh
83031,1963-08-01,26.633000000000006,Chhattisgarh
83032,1963-09-01,27.072,Chhattisgarh
83033,1963-10-01,25.744,Chhattisgarh
83034,1963-11-01,22.875999999999998,Chhattisgarh
83035,1963-12-01,19.351,Chhattisgarh
83036,1964-01-01,19.967,Chhattisgarh
83037,1964-02-01,22.836,Chhattisgarh
83038,1964-03-01,27.837,Chhattisgarh
83039,1964-04-01,31.559,Chhattisgarh
83040,1964-05-01,33.089,Chhattisgarh
83041,1964-06-01,30.909000000000002,Chhattisgarh
83042,1964-07-01,26.618,Chhattisgarh
83043,1964-08-01,26.167,Chhattisgarh
83044,1964-09-01,26.831999999999997,Chhattisgarh
83045,1964-10-01,25.991,Chhattisgarh
83046,1964-11-01,21.545,Chhattisgarh
83047,1964-12-01,19.195,Chhattisgarh
83048,1965-01-01,19.922,Chhattisgarh
83049,1965-02-01,22.316,Chhattisgarh
83050,1965-03-01,25.915,Chhattisgarh
83051,1965-04-01,29.708,Chhattisgarh
83052,1965-05-01,32.651,Chhattisgarh
83053,1965-06-01,31.888,Chhattisgarh
83054,1965-07-01,27.148000000000003,Chhattisgarh
83055,1965-08-01,27.04,Chhattisgarh
83056,1965-09-01,26.744,Chhattisgarh
83057,1965-10-01,25.896,Chhattisgarh
83058,1965-11-01,22.553,Chhattisgarh
83059,1965-12-01,19.567999999999998,Chhattisgarh
83060,1966-01-01,19.321,Chhattisgarh
83061,1966-02-01,23.303,Chhattisgarh
83062,1966-03-01,26.949,Chhattisgarh
83063,1966-04-01,31.585,Chhattisgarh
83064,1966-05-01,33.923,Chhattisgarh
83065,1966-06-01,31.13000000000001,Chhattisgarh
83066,1966-07-01,28.504,Chhattisgarh
83067,1966-08-01,27.041,Chhattisgarh
83068,1966-09-01,27.397,Chhattisgarh
83069,1966-10-01,26.112,Chhattisgarh
83070,1966-11-01,23.739,Chhattisgarh
83071,1966-12-01,19.137,Chhattisgarh
83072,1967-01-01,19.58,Chhattisgarh
83073,1967-02-01,23.263,Chhattisgarh
83074,1967-03-01,25.516,Chhattisgarh
83075,1967-04-01,30.12,Chhattisgarh
83076,1967-05-01,33.545,Chhattisgarh
83077,1967-06-01,31.984,Chhattisgarh
83078,1967-07-01,27.488000000000003,Chhattisgarh
83079,1967-08-01,26.347,Chhattisgarh
83080,1967-09-01,26.824,Chhattisgarh
83081,1967-10-01,25.274,Chhattisgarh
83082,1967-11-01,22.002,Chhattisgarh
83083,1967-12-01,20.701999999999998,Chhattisgarh
83084,1968-01-01,18.914,Chhattisgarh
83085,1968-02-01,21.975,Chhattisgarh
83086,1968-03-01,25.887,Chhattisgarh
83087,1968-04-01,29.61,Chhattisgarh
83088,1968-05-01,32.908,Chhattisgarh
83089,1968-06-01,30.623,Chhattisgarh
83090,1968-07-01,27.243,Chhattisgarh
83091,1968-08-01,26.675,Chhattisgarh
83092,1968-09-01,27.69,Chhattisgarh
83093,1968-10-01,25.009,Chhattisgarh
83094,1968-11-01,21.907,Chhattisgarh
83095,1968-12-01,19.332,Chhattisgarh
83096,1969-01-01,19.814,Chhattisgarh
83097,1969-02-01,23.643,Chhattisgarh
83098,1969-03-01,28.519000000000002,Chhattisgarh
83099,1969-04-01,31.869,Chhattisgarh
83100,1969-05-01,32.327,Chhattisgarh
83101,1969-06-01,31.419,Chhattisgarh
83102,1969-07-01,26.903,Chhattisgarh
83103,1969-08-01,26.503,Chhattisgarh
83104,1969-09-01,26.679,Chhattisgarh
83105,1969-10-01,25.784,Chhattisgarh
83106,1969-11-01,23.416999999999998,Chhattisgarh
83107,1969-12-01,18.912,Chhattisgarh
83108,1970-01-01,19.934,Chhattisgarh
83109,1970-02-01,22.804,Chhattisgarh
83110,1970-03-01,27.034000000000002,Chhattisgarh
83111,1970-04-01,31.186,Chhattisgarh
83112,1970-05-01,33.579,Chhattisgarh
83113,1970-06-01,29.035,Chhattisgarh
83114,1970-07-01,27.085,Chhattisgarh
83115,1970-08-01,26.565,Chhattisgarh
83116,1970-09-01,26.724,Chhattisgarh
83117,1970-10-01,25.647,Chhattisgarh
83118,1970-11-01,21.103,Chhattisgarh
83119,1970-12-01,17.838,Chhattisgarh
83120,1971-01-01,19.284000000000002,Chhattisgarh
83121,1971-02-01,22.128,Chhattisgarh
83122,1971-03-01,25.646,Chhattisgarh
83123,1971-04-01,29.61,Chhattisgarh
83124,1971-05-01,30.929000000000002,Chhattisgarh
83125,1971-06-01,28.202,Chhattisgarh
83126,1971-07-01,26.428,Chhattisgarh
83127,1971-08-01,26.143,Chhattisgarh
83128,1971-09-01,26.837,Chhattisgarh
83129,1971-10-01,25.208,Chhattisgarh
83130,1971-11-01,20.707,Chhattisgarh
83131,1971-12-01,17.930999999999994,Chhattisgarh
83132,1972-01-01,18.658,Chhattisgarh
83133,1972-02-01,21.243,Chhattisgarh
83134,1972-03-01,27.31900000000001,Chhattisgarh
83135,1972-04-01,30.619,Chhattisgarh
83136,1972-05-01,33.968,Chhattisgarh
83137,1972-06-01,32.806999999999995,Chhattisgarh
83138,1972-07-01,27.957,Chhattisgarh
83139,1972-08-01,26.809,Chhattisgarh
83140,1972-09-01,26.910999999999998,Chhattisgarh
83141,1972-10-01,25.213,Chhattisgarh
83142,1972-11-01,22.089,Chhattisgarh
83143,1972-12-01,20.349,Chhattisgarh
83144,1973-01-01,20.684,Chhattisgarh
83145,1973-02-01,23.721,Chhattisgarh
83146,1973-03-01,27.347,Chhattisgarh
83147,1973-04-01,32.596,Chhattisgarh
83148,1973-05-01,34.544000000000004,Chhattisgarh
83149,1973-06-01,31.209,Chhattisgarh
83150,1973-07-01,26.759,Chhattisgarh
83151,1973-08-01,26.542,Chhattisgarh
83152,1973-09-01,26.649,Chhattisgarh
83153,1973-10-01,25.078000000000007,Chhattisgarh
83154,1973-11-01,21.37,Chhattisgarh
83155,1973-12-01,18.602,Chhattisgarh
83156,1974-01-01,18.814,Chhattisgarh
83157,1974-02-01,22.315,Chhattisgarh
83158,1974-03-01,27.921,Chhattisgarh
83159,1974-04-01,31.884,Chhattisgarh
83160,1974-05-01,33.065000000000005,Chhattisgarh
83161,1974-06-01,30.991,Chhattisgarh
83162,1974-07-01,27.144000000000002,Chhattisgarh
83163,1974-08-01,26.531,Chhattisgarh
83164,1974-09-01,27.467,Chhattisgarh
83165,1974-10-01,26.000999999999998,Chhattisgarh
83166,1974-11-01,21.555999999999997,Chhattisgarh
83167,1974-12-01,18.326,Chhattisgarh
83168,1975-01-01,18.323,Chhattisgarh
83169,1975-02-01,22.45,Chhattisgarh
83170,1975-03-01,26.925,Chhattisgarh
83171,1975-04-01,31.748,Chhattisgarh
83172,1975-05-01,34.546,Chhattisgarh
83173,1975-06-01,30.833000000000002,Chhattisgarh
